probe	t-statistics
cg04839520	-19.2768302217361
cg04844564	-15.4792412797286
cg04851935	-18.1445056339212
cg04861968	-17.5507594579857
cg04865264	-16.1093651060267
cg04872593	-14.166351245528
cg04880546	22.3932599198093
cg04882233	-10.4596948441493
cg04882995	-16.0887127887951
cg04897683	-13.0919308636891
cg04903883	-20.7637208830312
cg04904331	-13.8756111055361
cg04905049	-14.6938902918923
cg04912999	-14.5847521828224
cg04915788	-16.7530597542793
cg04919489	-21.7501373489741
cg04921989	-14.6118838878381
cg04922810	-15.5531325443921
cg04924454	-17.9461216840265
cg04946749	-20.4688636964862
cg04947949	-21.8223577647828
cg04959196	-15.9410198267498
cg04961466	-15.2124501071036
cg04963424	-19.5220871907494
cg04965987	-18.5010787384352
cg04971362	-18.2424901705988
cg04973915	-23.6619512914247
cg04975920	-24.1445434576067
cg04981088	-9.57470716295406
cg04990190	-11.5331426504788
cg04991958	-16.1481360739746
cg05000136	-18.407510746357
cg05004518	-16.0746681523526
cg05006349	-12.9133067597469
cg05013064	-11.266806419975
cg05013438	-23.3195127623581
cg05015185	-17.9642887562895
cg05021846	-13.9777503519982
cg05027336	-13.6583211071233
cg05028087	-13.1157714493699
cg05031424	-23.9783579311821
cg05036212	-11.4522407799615
cg05037556	-12.4068344637143
cg05037662	-17.2145052057164
cg05046272	-19.155393897108
cg05052463	-19.8100942498914
cg05053562	-10.8733124760219
cg05064645	-10.9119301669272
cg05072995	-25.1333423359919
cg05082817	-16.7197388061143
cg05093811	-21.7070666323352
cg05105477	-25.2090017983399
cg05109245	-17.9443193941181
cg05110133	-17.9713456460791
cg05116906	-20.0272070707715
cg05117208	-21.1522233115092
cg05118638	-13.6637564392834
cg05119831	-15.2857684018335
cg05129597	-25.6382968508987
cg05137450	-15.7150714835681
cg05142765	-16.1258132297171
cg05143092	-23.2792623740917
cg05151154	-18.4692791771107
cg05164933	-12.2204085742606
cg05165020	-16.3508431778547
cg05170353	-23.7394080854801
cg05170711	-24.7792018070327
cg05180182	-23.3522003597191
cg05180443	-18.1412097107638
cg05183646	15.0722218053336
cg05190096	-15.2132538116796
cg05190315	-14.1870497591443
cg05194552	-18.9793227546616
cg05199682	-26.668405692696
cg05204104	-25.5033131947892
cg05212802	-17.653416151014
cg05213609	-16.5442015695631
cg05214690	-18.3478145250905
cg05216814	-13.2638902039204
cg05220083	-15.2961364279465
cg05222995	-13.4763616232285
cg05223720	-23.6109154183243
cg05225634	-14.9321322561061
cg05227131	-15.5485407932176
cg05234415	-17.0411068116237
cg05238375	-20.2044688385575
cg05245861	-20.3489011820014
cg05250768	-11.7348344911952
cg05251676	-14.4045320082261
cg05256793	-12.390326630569
cg05258261	-22.0940113859911
cg05260236	-22.4277104456803
cg05262463	-30.3689284076196
cg05265574	-22.9585659100465
cg05267394	-14.7310151479505
cg05279738	10.4821258440134
cg05289920	-10.3841100845321
cg05302386	-18.3976539902511
cg05302701	-20.9538609538072
cg05303280	-20.617452595266
cg05306745	-19.4867911470728
cg05309948	-17.0127052309518
cg05317600	-21.939026588706
cg05318503	-24.6204286668674
cg05323324	-10.5646992296877
cg05327864	-13.9468824706585
cg05329879	-22.4998864069105
cg05331472	-14.695030585981
cg05344430	-13.2781187161927
cg05347845	-15.6250126104001
cg05347898	-14.9134378643344
cg05347927	-10.3894424720759
cg05351257	-17.8356266438913
cg05351827	-26.5285505515988
cg05361559	-26.0065385152948
cg05366139	13.9266489398421
cg05382782	-21.94999579056
cg05386493	-13.8315914171144
cg05399244	-15.4784882986696
cg05404698	-15.7981142026353
cg05414479	-19.027952185045
cg05429448	-16.0761845579791
cg05445326	14.6805624511279
cg05452899	-11.6113568276332
cg05456283	-17.5704666940718
cg05458079	-20.8327787315644
cg05470389	-14.9224340213246
cg05478631	-21.5699500759541
cg05505803	-11.577947035413
cg05511392	-14.4870387433329
cg05516271	-17.5864560812755
cg05521767	-20.3742340336228
cg05525374	-18.8996062334166
cg05532239	-15.7811699305489
cg05537380	-13.2342144482566
cg05545672	-17.313155810821
cg05552183	-20.4648491908201
cg05553591	-15.6769504963216
cg05557991	-28.2818071534561
cg05567408	-22.7544335624335
cg05573262	-14.0924618212716
cg05575639	-20.8176844758165
cg05579731	-23.5982922325622
cg05593641	-11.6639863044347
cg05603630	-13.8775145539292
cg05606351	-14.3965008880284
cg05614735	-11.8663752207554
cg05615150	-10.1499908369237
cg05621401	-22.5650309347038
cg05624196	-15.3308705154436
cg05626376	13.5378765543417
cg05627083	-17.7380547067623
cg05641903	-19.9777956861502
cg05642143	-17.9582715466629
cg05648183	-16.2300425940694
cg05657208	-22.6938198439097
cg05657618	-18.5020080481782
cg05660436	-14.3770586031283
cg05663278	13.9443658512022
cg05663341	-10.6773296523361
cg05670290	-16.3036617397325
cg05674944	-17.9450512766359
cg05684406	-18.0452002246188
cg05685587	-15.948896935503
cg05694245	-14.4724820928001
cg05698911	-15.8588127245548
cg05706624	-13.0252119983278
cg05706898	18.6528335713364
cg05707714	-15.1748288738225
cg05720454	-19.1529324919367
cg05723179	-21.8799911983616
cg05724110	-11.7631665538587
cg05735180	-15.5378803313669
cg05771261	-14.9710335433116
cg05774801	-15.6989802001257
cg05783449	-20.5761089332503
cg05785947	-13.0155440377985
cg05786661	-14.8265117672176
cg05798664	-22.9617311692159
cg05799811	10.6050297703136
cg05802452	-18.1143094869179
cg05804220	-9.90327425689797
cg05805445	-14.0522183160035
cg05816398	-23.1298622163778
cg05816844	-13.1132641903694
cg05827732	-12.0733021761494
cg05835414	-18.5380383415459
cg05835982	-21.1547299238001
cg05837401	-15.2271666930715
cg05845592	-16.2185164404299
cg05850884	-13.5869773028371
cg05852231	-12.7235904666491
cg05853632	-16.8478569891339
cg05855588	-19.2890617187784
cg05855917	-11.1521045928081
cg05857758	-15.9250618526095
cg05859679	-15.2391322977167
cg05859777	-14.6640615986008
cg05860195	-16.2188247691956
cg05861567	-20.6616114672557
cg05861708	-13.1394813523205
cg05867499	-15.4127077649409
cg05874732	-13.5342888810981
cg05881135	-16.0353921948666
cg05894124	-15.4455643637816
cg05900530	-19.4734857117237
cg05901357	-13.8122264963369
cg05904966	-19.5732330080235
cg05905568	-18.077083286749
cg05907046	-13.0325662169596
cg05914442	-21.6545259366152
cg05922591	-23.2070926933286
cg05924540	-18.7970622086982
cg05937046	-13.7417553230135
cg05941108	-15.0169718350923
cg05941840	-19.5317961439266
cg05944193	-14.106163336122
cg05956126	-16.3051906082909
cg05958740	-15.718329487688
cg05965745	-19.1438277473253
cg05978154	19.0315024381612
cg05981034	-26.160378823251
cg05981785	-14.9368864216338
cg05982460	15.3178389768179
cg06006071	-15.417293442252
cg06019273	-23.6337129450156
cg06022318	-18.7240253170662
cg06038777	-17.2520685517442
cg06055229	-15.6431465590156
cg06059032	-16.4283936300171
cg06065657	-18.6903715325506
cg06083001	-11.4278398508944
cg06087457	-23.0499006548664
cg06091952	-20.2562027038974
cg06096015	-15.3746761499631
cg06099459	-22.6454535587899
cg06103031	-14.982256280666
cg06109284	-19.6776908457213
cg06132400	-11.1483510577192
cg06137032	16.864834998332
cg06149302	-18.5540591486339
cg06151165	-18.065474464839
cg06154860	-15.0709975051957
cg06161299	-22.4902561409074
cg06163904	11.5269687037724
cg06166242	-12.6003454170882
cg06173520	-25.9406982489984
cg06179060	-14.6471428910557
cg06181518	-20.4233916880129
cg06186698	-21.0546204844931
cg06196755	-13.8755655886501
cg06203471	-21.78899307888
cg06204745	-15.7777321558727
cg06212289	-19.6207854053175
cg06213463	-20.9738447442059
cg06217494	-18.5544060925845
cg06223466	-19.5054888747933
cg06226156	-16.5852484445905
cg06226630	-12.6265136977377
cg06226703	-22.9964091681201
cg06230674	-24.8953908967518
cg06237487	-21.341341208719
cg06249604	-10.7409459439454
cg06257708	-24.3203373755889
cg06260709	-15.7555088689396
cg06269115	-16.1765685286634
cg06270049	-25.61599183026
cg06270244	-15.2340425313342
cg06272038	-13.0114025740626
cg06272611	-16.6468873231966
cg06279276	-10.2798071019064
cg06285648	-17.936842946555
cg06289479	-19.498798632324
cg06293339	-18.6134676369713
cg06294700	-20.7857685054227
cg06296759	-15.9510917129597
cg06298519	-13.5459369535869
cg06299833	-16.2208244664107
cg06310816	-12.5533918533028
cg06319822	-12.1399419513016
cg06325540	15.7006476496123
cg06347739	-19.5079921833311
cg06353486	-13.9115165506583
cg06355422	-21.8676111221717
cg06357925	-16.72952683872
cg06361272	-16.8907666403038
cg06365984	-22.6274897319564
cg06367154	-14.8051667285168
cg06377473	-14.3714131190945
cg06379435	13.863287789954
cg06392442	-17.7365460956193
cg06400704	-10.4894435068789
cg06404175	-22.1730719199867
cg06412358	-17.7715043780944
cg06419846	18.9424201382093
cg06419850	-14.1878835715183
cg06428163	-20.9863073459731
cg06460568	-19.5254976845537
cg06486467	-31.2655590244534
cg06488150	-19.2138143328091
cg06497198	-12.1618815946207
cg06508085	-19.9692498807335
cg06511330	-16.1351227899604
cg06520300	-21.0850709937333
cg06523224	-11.5378977261159
cg06528306	-20.4590794385341
cg06540146	-21.0861719933013
cg06545019	-17.2267006049987
cg06550340	-17.4188814243264
cg06552037	-20.4940109113413
cg06555661	-21.2506191308575
cg06557358	-20.6444993641321
cg06562865	-14.9224851372173
cg06577251	-18.0499919498872
cg06585893	-22.6234570217897
cg06596991	-14.6536136130454
cg06597431	-20.2731700847939
cg06599677	-14.2088920388975
cg06601266	-15.1164513081493
cg06616729	-16.6046099335305
cg06623560	-13.3378735142815
cg06632790	-19.5853706918946
cg06639332	-19.4877813368144
cg06640695	-23.4681306420134
cg06641285	-17.2799538914671
cg06647068	-17.7531966536728
cg06651311	-12.2550588500677
cg06653898	-13.6474544717263
cg06667574	-11.9318333344332
cg06671842	-14.8191921368036
cg06678279	-17.8070223258846
cg06682978	-20.1794733402151
cg06685437	-20.7228859723765
cg06685464	-17.7388809636278
cg06695663	-16.6984427779052
cg06711448	-21.5128175765707
cg06714655	-23.2911419850563
cg06721538	-14.3758512840273
cg06733794	-19.174896007502
cg06743782	-24.2174478506442
cg06751322	-11.1916469663879
cg06751398	-17.4008557595883
cg06753398	-12.9641684577057
cg06756919	-13.0083065067005
cg06759971	-27.9632213073142
cg06762891	-21.5343423348162
cg06770429	-20.0756900355998
cg06775869	-15.9761163971185
cg06782035	-12.7075131483308
cg06788764	-22.7473256811593
cg06803995	-12.1647200481607
cg06810293	-15.6987570868484
cg06817368	-10.7331265897253
cg06818777	-17.455725191481
cg06825448	-14.7446000854629
cg06827247	-12.4746673998731
cg06830784	-12.5730048675957
cg06834240	-13.3493629799269
cg06853339	-28.8906156073575
cg06861044	-14.7827065872388
cg06872705	-14.7898115360223
cg06882854	-19.4725079513539
cg06893371	-13.9698591589631
cg06893389	-12.4284495674346
cg06895218	-14.780071037646
cg06897927	-11.3399840082097
cg06899985	-15.1418658319695
cg06903384	-12.2525143138679
cg06908244	-11.7187627896606
cg06912966	-13.0056126634905
cg06914270	-20.4569093680429
cg06916239	-13.9463941345474
cg06940792	-14.4556977996265
cg06945634	-21.3651292675341
cg06949234	-21.4008174472701
cg06951565	-12.7523370880419
cg06952577	-15.6133704161559
cg06959053	-19.0432184827575
cg06963233	-15.8068004337875
cg06966462	-19.0720423628427
cg06966660	-17.4733878944843
cg06973595	-13.5878645996115
cg06974458	-16.3454709444904
cg06976250	-9.65971516780521
cg06977689	-12.3827994673778
cg06980251	-18.2746404400328
cg06983746	-23.2290794178426
cg06986734	-22.4120174117278
cg06993118	-19.9121506648728
cg06993703	-17.3948734950132
cg07000467	-13.7015530025994
cg07003611	-23.6533292729433
cg07003920	-19.1741897805348
cg07010075	-15.4804643391715
cg07026107	-15.5725060452799
cg07026433	-23.051218374347
cg07031797	-16.1836733014655
cg07034145	-14.6497118679479
cg07034660	-16.6111915996943
cg07035503	-11.4478326940132
cg07046818	-12.0984571282523
cg07052063	-16.7816560020256
cg07062043	-13.1543825948931
cg07064495	-9.59354750315753
cg07068327	-10.2565478308981
cg07073391	-14.3524803839648
cg07078225	-15.2255414241397
cg07078958	-20.1869157433995
cg07091412	-14.4668639880443
cg07098405	-16.2950259929461
cg07109745	-19.3878826045433
cg07126263	-14.6078537834018
cg07134065	-22.1153302120315
cg07139162	-24.0098591798702
cg07139509	-11.7929394908628
cg07142797	-13.2533401582798
cg07144730	-9.94052696066074
cg07148716	-12.4218065425371
cg07162000	-10.2841993611919
cg07163401	-14.6219808802427
cg07164631	-14.0874582600161
cg07167168	-16.7392563315756
cg07175883	-14.9247816433168
cg07178143	-14.289544349698
cg07180307	-15.3333385776224
cg07181528	-15.7418494636789
cg07184578	-10.381402973928
cg07193766	-17.073725774521
cg07196992	-19.3367624906127
cg07197785	-12.2661103986346
cg07199592	-20.133137302104
cg07200939	-19.5697382233909
cg07204353	-11.4448809622105
cg07211212	-15.1228932650388
cg07213036	-16.9212741431874
cg07224726	-14.6171189763603
cg07236076	-18.5455232678402
cg07263979	12.6602236309727
cg07274590	-15.6536105469169
cg07283833	-15.5507396750998
cg07285641	-8.76587008554498
cg07285983	-24.6936196145084
cg07309102	-19.2077863241484
cg07312445	-18.3036977687552
cg07312701	-13.6415724161331
cg07317366	-16.8984341950806
cg07317551	-14.2319861356803
cg07318073	-10.9701460819288
cg07321776	-12.4222909704309
cg07323919	-14.0823959221877
cg07327325	-17.0641660766477
cg07330230	-14.9796290863229
cg07332880	15.056315867706
cg07333924	-18.1504737447433
cg07346310	-13.8362136131801
cg07347294	-22.3990535413319
cg07352054	18.0362858952499
cg07352539	-18.7667561364866
cg07360792	-13.1733624208763
cg07364240	-22.1527880271456
cg07380496	-13.9651930999468
cg07382347	-11.2529750314026
cg07382920	-14.3213068458353
cg07392740	-25.8271166817493
cg07393854	-12.9882682194728
cg07396407	-13.2721567388136
cg07402396	-12.1151591621233
cg07409418	-14.3482225450962
cg07414574	-17.2991080389256
cg07423205	-16.1811437299905
cg07434402	-13.4947008223943
cg07435215	-13.7617604436501
cg07438888	-16.845662177613
cg07452799	-16.1955373499837
cg07458308	-14.1022200121372
cg07466193	-14.8881271313774
cg07473471	-15.7746765798906
cg07495363	-12.6746626964854
cg07498275	-15.8949018322126
cg07499707	-15.0196964923383
cg07502168	-16.7036930351791
cg07512993	-20.2315391075933
cg07517893	-9.46848042281474
cg07536926	-14.1072641849024
cg07537095	-14.2217166043372
cg07543400	-23.3889208942787
cg07549406	-21.0889598720726
cg07552374	-20.8636904315985
cg07558455	-12.6530522471385
cg07558704	-13.275287262889
cg07558761	-15.2343732466459
cg07560825	-21.1368094035244
cg07563725	-18.2491811843842
cg07570898	-19.546078665465
cg07573727	-12.1093001827547
cg07589691	-17.8992258979308
cg07595776	-19.0182907224604
cg07602998	-21.9582153207792
cg07603330	-12.0549531653889
cg07607355	-18.3492852171746
cg07609200	-13.0812042424877
cg07632106	-15.1842260578486
cg07633835	-25.6614268797596
cg07635747	-17.0725790184826
cg07641160	-15.2702931854925
cg07645736	-18.2818719195038
cg07656173	-11.3889079854923
cg07657743	-13.1164253682159
cg07662121	-19.0491149001269
cg07662734	-23.9115323286632
cg07663789	-16.8885059181037
cg07671805	-16.7115947570272
cg07673979	-25.0522597044291
cg07681748	-19.221689717756
cg07684519	-15.4191541892726
cg07688988	-13.1471343765819
cg07703462	-18.4932761778511
cg07710211	-24.1100901566366
cg07710833	-11.1876922097723
cg07723459	-22.5084594888135
cg07733257	-18.9020931406453
cg07749724	-13.6737233974822
cg07751669	-23.9738245286819
cg07758904	-17.0172725241172
cg07764829	-17.3693289323155
cg07765621	-11.1373178223853
cg07766612	-18.3645376363473
cg07770968	-13.9848313984444
cg07781162	-15.0811164700829
cg07781332	-12.1353557457757
cg07785447	-17.0396775849561
cg07789083	-19.1105509289197
cg07791578	-20.1404538082027
cg07799947	-17.1366790778755
cg07823585	-21.944451696837
cg07831417	-13.9896477094965
cg07834069	-23.8007667005642
cg07834955	-17.6221283550943
cg07835424	-14.1126662016736
cg07836225	-20.5704226429051
cg07836226	-24.9447418578969
cg07843733	-18.3061762648193
cg07844931	-16.6577609053611
cg07847030	-16.4821119630637
cg07861564	-11.8915401885594
cg07880636	-19.5348478563444
cg07881405	-10.3119490016795
cg07882671	-12.9396048599578
cg07888856	-19.3173428586717
cg07914084	-13.7046230635406
cg07917406	-15.5574923471087
cg07920503	-12.92453446124
cg07921384	-17.1715871111905
cg07923233	-12.8359905186894
cg07930673	14.5043304497112
cg07935669	-20.5239024707591
cg07941301	-16.0161052010443
cg07959771	-11.9723383908312
cg07972135	-12.743144606673
cg07972309	-21.179537448101
cg07974511	-11.3724583345577
cg07975778	-11.8034927854746
cg07976359	-18.609239984477
cg07990749	-13.9920567440741
cg07997434	-17.106653786481
cg08000301	15.1962766744055
cg08004425	-21.4761027147212
cg08014994	-15.947116802657
cg08017326	-13.8318567231985
cg08024038	-17.7514052022153
cg08026618	-16.3439070049814
cg08033114	-17.6432941888644
cg08038033	-22.0564893663864
cg08038052	-13.3972266452679
cg08042975	-16.0807473402777
cg08044969	-15.1227583788831
cg08062011	-15.9416413279613
cg08062273	-25.3161954258122
cg08065241	-21.4634520820094
cg08067721	-22.1407572027564
cg08085827	10.4720268891816
cg08092258	-15.3366993600149
cg08095196	-18.4929274040728
cg08097359	-36.4400798101935
cg08105352	-17.4341709945405
cg08105965	-14.6393245908144
cg08113187	-14.1497910281933
cg08134301	-20.907979111109
cg08134631	-15.8773572116806
cg08135437	-18.8291113007291
cg08136809	-14.2208292634007
cg08139729	-22.7940925499975
cg08141165	-14.4229254438768
cg08145590	-12.9826633176619
cg08149193	-9.45151328589735
cg08151828	-24.5296702727852
cg08151857	-15.0589186701021
cg08159989	-21.0918011979242
cg08160350	-15.8047345021404
cg08162473	-14.0844442150451
cg08165971	-17.9675894425879
cg08169794	-19.6104355556087
cg08170294	16.5956181047309
cg08195247	-13.9727097585875
cg08195943	-18.9921074755199
cg08196968	-11.198699212378
cg08213337	-12.1203614634459
cg08217024	-10.2129501600972
cg08217227	-21.1402580687659
cg08222399	-17.7324091150758
cg08225529	-14.4011879095676
cg08228703	-12.9585200014593
cg08229018	-21.0887923800412
cg08232905	-13.8599216540829
cg08241841	-19.6358292313874
cg08244522	-18.070199270032
cg08249424	-15.2773134671098
cg08249988	-11.6433296953882
cg08253651	-10.84909293785
cg08259083	-23.7915169870338
cg08268892	-20.5669408408001
cg08272286	-13.8765302801472
cg08274139	-27.713635640269
cg08278741	-17.1488639396029
cg08281415	-13.079333888722
cg08297082	-16.0692817247874
cg08310360	-18.1325174935238
cg08313420	-19.1783616350237
cg08316417	-13.1274888385994
cg08318726	-12.9566842797337
cg08327038	-25.4869420041566
cg08328777	-8.96982158841843
cg08332074	-12.0166631766988
cg08336604	-21.1927809399108
cg08346159	-16.0467175162556
cg08354889	-13.8348352224842
cg08356614	14.1739126433388
cg08357436	-12.3990602297014
cg08359956	-15.2297921388058
cg08366446	-23.6167190422416
cg08370787	-22.2789501985904
cg08377819	-17.6814668036885
cg08383338	-22.6281795140013
cg08384637	-14.6353627511225
cg08390760	-13.5132594970642
cg08392199	-12.8066444351898
cg08393070	-16.4119427652395
cg08399917	-16.30278319038
cg08405844	-18.5314156960076
cg08418841	-22.7643909580742
cg08424166	-21.2654203664906
cg08425449	-19.0735047554647
cg08431704	-19.0265525551433
cg08433504	14.6721552415275
cg08439149	-12.8562619804164
cg08439930	-11.26397170162
cg08454687	17.8813572223941
cg08457898	-21.7871318382353
cg08461107	-13.1577713895092
cg08480901	-14.5455074015428
cg08489674	-14.2722267242903
cg08492619	-13.6757375843883
cg08507975	-12.8601936749635
cg08511716	-15.5082254998765
cg08516516	-18.5745699916893
cg08517126	-20.4980207823686
cg08521987	-12.4289480727559
cg08526074	-12.6952426402271
cg08528984	-15.7615276804567
cg08534055	-22.5471281179493
cg08534256	-17.1381552156819
cg08535928	-15.2309672000813
cg08538581	-21.4786253507532
cg08541612	-20.2029701043194
cg08543327	-15.9003225966946
cg08544436	-26.7288825058543
cg08553437	-12.2467227966868
cg08557517	-18.6023880264167
cg08566247	-15.5795062220859
cg08567279	-13.2993352678383
cg08568720	-18.0715786910179
cg08573679	-18.4235024168451
cg08574592	-18.3597331705495
cg08583610	-22.8578090339624
cg08595501	-15.0377444673416
cg08612037	-14.3221975588344
cg08618802	-15.5403611562817
cg08623535	-14.8521344393247
cg08624180	-11.4476352590064
cg08625590	-16.6370090311197
cg08632164	-9.45812825977261
cg08639389	-23.1296806570579
cg08650910	-15.2433133376614
cg08655893	-14.9357227996551
cg08659667	-23.8138109381779
cg08663159	-12.539119466026
cg08665810	-14.1249543027046
cg08665930	-13.5430642044572
cg08678514	-17.6518125675049
cg08699174	-19.6408204019122
cg08700032	-12.7121228591736
cg08706670	-15.2284437528376
cg08708684	-17.6671279955977
cg08711858	-16.9848225463636
cg08712866	-13.7549449106884
cg08734600	-15.3868879243138
cg08737296	-13.1167012233628
cg08748671	-12.3873874321354
cg08750439	-18.8831385653581
cg08750951	-11.943615478588
cg08751472	-14.7594868564109
cg08757721	-20.0731635847351
cg08768421	-15.4433161339797
cg08781257	-21.8058478342901
cg08781403	-23.8114674273636
cg08785534	-15.3184794220855
cg08793689	-14.0879787922994
cg08803263	-14.8607115414097
cg08811443	-21.1658166347787
cg08823240	-20.3165392821816
cg08828819	-15.9406640471886
cg08845333	-13.7333154238323
cg08845721	10.2490066117998
cg08848140	-12.6171407215772
cg08850243	-18.1262744509079
cg08856347	-19.8498324577964
cg08859190	-14.8232421926495
cg08861722	-18.5190320306617
cg08863953	-18.2814213440314
cg08871809	-19.8756296961912
cg08876932	-15.3679395188161
cg08879684	-21.6718445649527
cg08886020	11.5107587940574
cg08886790	-24.153435198064
cg08893585	-14.4328674280689
cg08898155	-11.0854412536301
cg08899626	-16.5763841055941
cg08911275	-11.8093335626817
cg08912922	-23.2085232192688
cg08928753	13.917198970737
cg08933505	-16.2922348529155
cg08944236	-22.5394766126802
cg08949296	-15.085638460778
cg08949408	-14.9476880709213
cg08957069	-13.0199261804926
cg08961408	-13.9190819749322
cg08961450	-21.9580936111892
cg08965276	-17.4090562396583
cg08971667	-13.6923281329552
cg08972867	-11.3659095805574
cg08974450	-12.4207664521364
cg08985029	-15.8896170129339
cg08995662	-20.7012966697756
cg09001226	-29.2650595693346
cg09005125	-17.2281553685025
cg09017117	-17.2130502978011
cg09019938	-13.4862014652924
cg09022607	-12.6577017443476
cg09023820	-13.8487584194989
cg09034601	-15.34780298577
cg09048251	-19.6900385578057
cg09052453	-14.503581250277
cg09052983	-20.0020851053987
cg09056876	-15.4449612074413
cg09057863	-20.2718984596149
cg09066326	-10.0510655947276
cg09069138	-14.1386951619094
cg09073398	-13.1618199251477
cg09078527	-24.5390536440879
cg09083579	-16.2153690019414
cg09088257	-15.9259578716068
cg09098144	-23.567300679768
cg09103979	-13.8358402433024
cg09112687	-19.1528692976955
cg09117206	-13.4107433000862
cg09118932	-16.2460313615277
cg09133032	-15.4771462840939
cg09134593	-12.445512827076
cg09137696	-12.5073288997218
cg09142020	-16.907784087744
cg09149541	-14.2534187297088
cg09151598	-21.1440578879161
cg09156233	-15.3756523536404
cg09160231	16.7026555960466
cg09177106	-15.5715638141678
cg09178190	-11.5070011628738
cg09183753	-17.6052333007209
cg09194449	-10.5722808188184
cg09195198	-18.3488185774799
cg09201151	-9.99414682483084
cg09218354	-25.6411731499821
cg09221867	-12.5120338114931
cg09227150	-17.2780158619512
cg09229912	-16.7566389471867
cg09236176	-13.3933076817294
cg09241714	-20.3650588750657
cg09248345	-14.8072405871216
cg09258813	-17.1659492573208
cg09260441	-13.9274391513905
cg09273641	-15.5053417537054
cg09275291	12.0036995883507
cg09276158	-17.8321506346585
cg09279949	-12.6897503456365
cg09286421	-20.7226662098245
cg09295573	-18.5508353919637
cg09298466	-18.8062967804881
cg09311630	-14.4542211346127
cg09316122	-13.2991631819348
cg09322534	-20.2400165547987
cg09322573	-19.526509757924
cg09323727	-12.664898286196
cg09328349	-11.9660901624017
cg09339194	-14.5293799968937
cg09346503	-12.2008083032578
cg09358973	-11.3574798115469
cg09364688	-17.4754708137185
cg09370599	-16.4057410331842
cg09372617	-15.6835951441917
cg09373102	18.4545038613089
cg09376680	-16.2136972258544
cg09384183	-16.5225082060545
cg09387224	-21.6305582438232
cg09391333	-14.6947570685011
cg09392940	-13.9670488329913
cg09396181	-15.9691114829433
cg09396217	-12.1153524350824
cg09396704	-13.9895320519366
cg09410453	-18.6574824017982
cg09417011	-22.4432549624588
cg09423703	-15.7764907682212
cg09436502	-24.0203299370728
cg09436907	-13.7583305313978
cg09444531	-21.0027926496514
cg09444818	-25.2447947566721
cg09457245	-20.251212880013
cg09457469	-19.1355771261214
cg09463917	-17.2064572909261
cg09469554	-21.6181295086168
cg09472802	-18.6251259670725
cg09474331	-18.646600299065
cg09480047	-13.719773868922
cg09491991	-12.1300457537912
cg09498146	-18.6079638742277
cg09504737	-22.8656706560908
cg09509950	-16.663229757546
cg09516965	-19.2223052251827
cg09519218	-22.8856831843701
cg09521719	-16.7965645739536
cg09526712	-13.5270243771345
cg09528496	-11.0351680192837
cg09532284	-24.0275176514764
cg09551776	-20.0981804699859
cg09556138	-10.7099513727419
cg09556826	-11.9565915831253
cg09556952	-19.0190026052019
cg09562045	-13.3883449652606
cg09568355	-15.8595106893403
cg09571420	-15.1432757150234
cg09571848	-21.0140898814036
cg09574088	-18.7351385527849
cg09575280	-15.4467574537064
cg09580822	-14.9255191960698
cg09588271	-21.8286501764536
cg09591072	-17.8413477127376
cg09597070	-16.83922559131
cg09610332	-20.5320012569806
cg09613161	-14.1472337683841
cg09613192	-19.6206431177376
cg09622557	-14.4282018896626
cg09622982	-14.987964577089
cg09624807	-21.8215186765093
cg09627302	-21.5873890288093
cg09634134	-16.561280617032
cg09635053	-14.9986988917846
cg09639725	-14.0600772986692
cg09644707	-15.4912900045164
cg09649610	-12.0330571379054
cg09652427	-17.8521501644851
cg09668408	-20.8802796178486
cg09670128	-12.1913347089743
cg09677243	-17.2676721406487
cg09686308	-16.2320663234531
cg09693432	-17.9781515158615
cg09713225	-13.8464903670585
cg09714458	-14.9521545821478
cg09727277	-15.7679602591814
cg09736112	-20.2657856424011
cg09736968	-14.6573654860306
cg09746736	-17.3092020817956
cg09757712	-13.1984188103176
cg09775648	-19.9832567017698
cg09799983	-12.1126232359641
cg09812623	-16.0355079837687
cg09818171	-14.1094960113515
cg09820321	-16.1013161694669
cg09820716	-15.5346574851215
cg09821185	-10.6086933250996
cg09831144	-16.1941839902668
cg09835239	-11.9456475484652
cg09839170	-12.4521269369966
cg09843907	-21.1032555193614
cg09856467	-30.1113690808465
cg09858862	-20.5037804416857
cg09862721	-17.0253638924422
cg09868336	-16.7080758952562
cg09868780	-12.5382111880172
cg09869286	14.0018673722699
cg09873164	-14.7020698506898
cg09873524	-22.9525224384383
cg09873933	-18.3696827366149
cg09874822	-11.5469513919745
cg09888840	-23.1927718708035
cg09901733	-16.2932025694701
cg09929831	-13.679066088896
cg09931783	-21.7065248178041
cg09944147	-13.6734649992878
cg09952395	-16.8904315072237
cg09958402	-16.0534837691258
cg09968620	-17.7924309921479
cg09968630	-14.8213458620691
cg09968723	-17.2556375361644
cg09969277	-14.6708216222155
cg09987740	-13.9515111029186
cg09994356	-12.7778494255214
cg09997532	-26.953310925095
cg09999109	-17.5529790810738
cg10000775	-12.0764238460909
cg10008947	-17.1704867334629
cg10019467	-24.4097600352535
cg10029259	-16.4448131111628
cg10033675	-20.3974258371829
cg10037494	-14.1747889229122
cg10038009	-14.1680445284064
cg10042132	-19.6305574198809
cg10042799	-18.8040240427844
cg10043047	-13.4768906925422
cg10045881	-19.7656124453429
cg10047595	-15.0637581883862
cg10051615	-12.4996183090973
cg10053779	-22.3922584416238
